"FacilityId","ProduceDate","ShiftDefinitionShift","SortMold","SortOrderList","ZZSTYLCODE","ZZGENDER","ZZPARTNO","ZZATCOLR","ZZCOLORCODE","ProductSize","MoldNo","MoldInventory","SumBodySizeNeed","SumRequiredUpperMoldQuantity","SteerRequiredUpperMoldQuantity","ActualRequiredUpperMoldQuantity"
2210030000000000001,"20250602","6330_VNbc_3rdShift",211,"234",N,K,H0001,CORE BLACK/FTWR WHITE/POWER RED,A0QM/01F7/31F0,UK_2,"35255-1",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",212,"235,501",NA,W,H0001,IVORY S24/CORE BLACK,AF42/A0QM,UK_4,"19383",5.00000000,2278.00000000,69.00000000,10.00000000,9.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",213,"236",N,W,H0001,CORE BLACK/GREY FIVE F17,A0QM/AA2V,UK_4,"64699",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",214,"239",N,W,H0001,CRYSTAL WHITE S16,A8L5,UK_5,"64546",1.00000000,472.00000000,13.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",215,"242",N,M,H0001,SOLAR RED/CORE BLACK,"088A/A0QM",UK_10-,"66680",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",216,"244,483",N,M,H0001,HALO SILVER S21/75%HALO SILVER S21,ADW8/75%ADW8,UK_10-,"64986",4.00000000,0.00000000,3.00000000,3.00000000,2.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",217,"245",N,M,H0001,COBALT BLUE F24/75%COBALT BLUE F24,AFAG/75%AFAG,UK_7-,"64986",4.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",218,"246,297,446",N,K,H0001,CORE BLACK/FTWR WHITE/GREY THREE F17/SCARLET/NATURAL,A0QM/01F7/AA2T/A091/NA02,UK_11-K,"37610",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",219,"247",N,M,H0001,FTWR WHITE,"01F7",UK_10,"64699",1.00000000,37.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",220,"249,350",N,M,H0001,FTWR WHITE/75%FTWR WHITE,"01F7/75%01F7",UK_10-,"64986",4.00000000,125.00000000,5.00000000,5.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",221,"250",N,U,H0001,JET BLACK/MEADOW MIST,"19-0303TPG/12-0106TPG",EU_43,PVN-6004,2.00000000,93.00000000,5.00000000,2.00000000,2.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",222,"252",N,J,H0001,CORE BLACK,A0QM,UK_5-,"01969",5.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",223,"253,372",N,M,H0001,CORE BLACK/GREY THREE F17/COLLEGIATE GOLD,A0QM/AA2T/06F0,UK_11-,"61023",1.00000000,72.00000000,3.00000000,2.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",224,"254,538",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_7,"59056",1.00000000,105.00000000,6.00000000,2.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",225,"255",N,W,H0001,LUCID LEMON F23/75%LUCID LEMON F23,AEWQ/75%AEWQ,UK_6-,"64986",3.00000000,86.00000000,3.00000000,3.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",226,"256",N,M,H0001,FTWR WHITE/75%FTWR WHITE,"01F7/75%01F7",UK_4,"64986",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",227,"260",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_6-,"59056",1.00000000,31.00000000,2.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",228,"261",N,M,H0001,CORE BLACK/BLUE/BETTER SCARLET S23,A0QM/040A/AETG,UK_12,"66883",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",229,"262",N,M,H0001,CORE BLACK/BETTER SCARLET S23,A0QM/AETG,UK_9,"19732",6.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",230,"264",N,W,H0001,PUTTY BEIGE S25/75%PUTTY BEIGE S25,AFDN/75%AFDN,UK_5-,"64986",2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",231,"265",N,M,H0001,TAUPE OXIDE S21/50%TAUPE OXIDE S21,ADW9/50%ADW9,UK_8,"64986",5.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",232,"266",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_4,"59056",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",233,"267,377",N,M,H0001,CORE BLACK/COLLEGIATE GOLD,A0QM/06F0,UK_9-,"61023",4.00000000,560.00000000,22.00000000,8.00000000,4.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",234,"268",N,W,H0001,TECH INDIGO S20,ADAM,UK_11,"66680",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",235,"269",N,W,H0001,"80%GUM 2","80%18F0",UK_7,"05344",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",236,"270",N,W,H0001,GREY ONE F17/COLLEGIATE GOLD,AA2R/06F0,UK_6,"66331",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",237,"271",N,M,H0001,CORE BLACK/75%CORE BLACK,A0QM/75%A0QM,UK_12-,"64986",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",238,"272",N,M,H0001,CORE BLACK/BOLD GOLD,A0QM/005A,UK_5-,"55844",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",239,"273",N,W,H0001,DASH GREY S20/90%DASH GREY S20,ADAN/90%ADAN,UK_6,"64986",3.00000000,13.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",240,"274,282,409",N,K,H0001,CORE BLACK/FTWR WHITE/GREY THREE F17/SCARLET/NATURAL,A0QM/01F7/AA2T/A091/NA02,UK_6,"37610",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",241,"275",N,M,H0001,HALO SILVER S21/75%HALO SILVER S21,ADW8/75%ADW8,UK_9-,"64986",4.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",242,"276,545",N,U,H0001,JET BLACK/MEADOW MIST,"19-0303TPG/12-0106TPG",EU_44,PVN-6004,1.00000000,267.00000000,10.00000000,2.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",243,"277",N,W,H0001,"80%GUM 2","80%18F0",UK_9,"05344",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",244,"279",N,W,H0001,"80%GUM 5","80%27F0",UK_6,"05344",2.00000000,200.00000000,7.00000000,2.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",245,"280",N,K,H0001,AURORA BLACK S24/AMBER TINT S20/POWER RED,AF4N/ADBB/31F0,UK_13K,"35255-1",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",246,"283",N,K,H0001,CORE BLACK/FTWR WHITE/POWER RED,A0QM/01F7/31F0,UK_6,"35255-1",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",247,"284",N,W,H0001,FTWR WHITE/90%FTWR WHITE,"01F7/90%01F7",UK_9,"64986",3.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",248,"285",N,M,H0001,LUCID BLUE S23/GLOW BLUE F19,AETB/ACDZ,UK_8,"64546",1.00000000,20.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",249,"286",N,W,H0001,CORE BLACK/75%CORE BLACK,A0QM/75%A0QM,UK_5-,"64986",2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",250,"287",N,M,H0001,GREY FIVE F17/CORE BLACK,AA2V/A0QM,UK_11,"64699",1.00000000,74.00000000,2.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",251,"288",N,M,H0001,"20%GUM 2","20%18F0",UK_6-,"18336",6.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",252,"289,414",N,K,H0001,CORE BLACK/COLLEGIATE GOLD,A0QM/06F0,UK_6-,"06819",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",253,"291",N,M,H0001,CORE BLACK,A0QM,UK_9-,"64546",1.00000000,4.00000000,2.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",254,"292,495",N,M,H0001,CORE BLACK/COLLEGIATE GOLD,A0QM/06F0,UK_8-,"66331",4.00000000,0.00000000,3.00000000,3.00000000,3.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",255,"294",N,W,H0001,FTWR WHITE/GUM3,"01F7/19F0",UK_3-,"19383",3.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",256,"295",N,K,H0001,CORE BLACK/FTWR WHITE/GREY THREE F17/SCARLET/NATURAL,A0QM/01F7/AA2T/A091/NA02,UK_10-K,"37610",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",257,"296,408,513",N,M,H0001,CORE BLACK/GREY THREE F17/COLLEGIATE GOLD,A0QM/AA2T/06F0,UK_9-,"61023",4.00000000,2706.00000000,85.00000000,12.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",258,"298",N,M,H0001,CORE BLACK,A0QM,UK_6,"64546",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",259,"299",N,W,H0001,CORE BLACK/25%CORE BLACK,A0QM/25%A0QM,UK_4-,"64986",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",260,"300",N,W,H0001,SANDY PINK F24/50%SANDY PINK F24,AFB1/50%AFB1,UK_5,"64986",2.00000000,203.00000000,6.00000000,2.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",261,"301,453",N,W,H0001,GREY ONE F17/COLLEGIATE GOLD,AA2R/06F0,UK_3-,"66331",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",262,"302",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_9,"59056",1.00000000,47.00000000,3.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",263,"304",NA,W,H0001,IVORY S24/CORE BLACK,AF42/A0QM,UK_5-,"19383",7.00000000,790.00000000,28.00000000,7.00000000,7.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",264,"306",N,M,H0001,BRONZE STRATA S23/GREY SIX S19/COLLEGIATE GOLD,AETD/ABZU/06F0,UK_5-,"66331",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",265,"307",N,W,H0001,WONDER ALUMINA S25/50%WONDER ALUMINA S25,AFDP/50%AFDP,UK_5-,"64986",2.00000000,1.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",266,"308,512",NA,W,H0001,OFF WHITE/GUM5,"08S1/27F0",UK_5-,"19383",7.00000000,0.00000000,6.00000000,6.00000000,6.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",267,"309",N,M,H0001,CORE BLACK/BLUE/BETTER SCARLET S23,A0QM/040A/AETG,UK_9-,"66883",1.00000000,4.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",268,"311",N,K,H0001,CORE BLACK/COLLEGIATE GOLD,A0QM/06F0,UK_1-,"06819",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",269,"312",N,W,H0001,HALO SILVER S21/75%HALO SILVER S21,ADW8/75%ADW8,UK_7-,"64986",3.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",270,"313",N,M,H0001,HALO SILVER S21/75%HALO SILVER S21,ADW8/75%ADW8,UK_8-,"64986",3.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",271,"314",N,M,H0001,COBALT BLUE F24/75%COBALT BLUE F24,AFAG/75%AFAG,UK_6-,"64986",3.00000000,108.00000000,4.00000000,3.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",272,"315",N,M,H0001,BLACK/ASH,BLK/A2JA,UK_7-,"03303",9.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",273,"316",N,W,H0001,TECH INDIGO S20,ADAM,UK_13,"66680",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",274,"317",N,W,H0001,"80%GUM 5","80%27F0",UK_5,"05344",4.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",275,"318",N,M,H0001,DASH GREY S20,ADAN,UK_9-,"64546",1.00000000,94.00000000,3.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",276,"319",N,W,H0001,TECH INDIGO S20,ADAM,UK_3-,"66680",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",277,"321",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_6,"59056",1.00000000,51.00000000,3.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",278,"323",RIGHT FOO,W,H0001,CORE BLACK,A0QM,UK_9-,"05344",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",279,"325",N,M,H0001,CORE BLACK,A0QM,UK_7-,"65044",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",280,"327",N,M,H0001,CORE BLACK/CARBON S18/COLLEGIATE GOLD,A0QM/AAGG/06F0,UK_6,"66331",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",281,"328",N,W,H0001,CORE BLACK/75%CORE BLACK,A0QM/75%A0QM,UK_7-,"64986",3.00000000,88.00000000,4.00000000,3.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",282,"329",N,W,H0001,TECH INDIGO S20,ADAM,UK_9-,"66680",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",283,"330",N,M,H0001,LUCID RED S25/50%LUCID RED S25,AFDD/50%AFDD,UK_9-,"64986",4.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",284,"333",N,W,H0001,DARK BLUE/25%DARK BLUE,"043A/25%043A",UK_5-,"64986",2.00000000,2.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",285,"334",N,M,H0001,CORE BLACK/75%CORE BLACK,A0QM/75%A0QM,UK_13-,"64986",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",286,"335",N,K,H0001,AURORA BLACK S24/AMBER TINT S20/POWER RED,AF4N/ADBB/31F0,UK_1,"35255-1",1.00000000,215.00000000,7.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",287,"336,383",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_12,"59056",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",288,"338",N,W,H0001,GUM4,"26F0",UK_9-,"05344",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",289,"339",N,M,H0001,CORE BLACK,A0QM,UK_9,"55847",2.00000000,358.00000000,10.00000000,2.00000000,2.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",290,"340",N,W,H0001,TECH INDIGO S20,ADAM,UK_8,"66680",2.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",291,"341,460",N,M,H0001,FTWR WHITE,"01F7",UK_12-,"64699",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",292,"342",N,U,H0001,JET BLACK/MEADOW MIST,"19-0303TPG/12-0106TPG",EU_39,PVN-6004,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",293,"343,397,421",N,K,H0001,CORE BLACK/FTWR WHITE/GREY THREE F17/SCARLET/NATURAL,A0QM/01F7/AA2T/A091/NA02,UK_3-,"37610",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",294,"344,400",N,M,H0001,CORE BLACK/CARBON S18/COLLEGIATE GOLD,A0QM/AAGG/06F0,UK_10-,"66331",2.00000000,216.00000000,7.00000000,4.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",295,"345,425",NA,W,H0001,OFF WHITE/GUM5,"08S1/27F0",UK_6-,"19383",8.00000000,0.00000000,5.00000000,5.00000000,4.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",296,"346",N,M,H0001,GREY ONE F17/COLLEGIATE GOLD,AA2R/06F0,UK_8,"66331",3.00000000,0.00000000,3.00000000,3.00000000,3.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",297,"347",N,W,H0001,"80%GUM 5","80%27F0",UK_8-,"05344",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",298,"349",N,M,H0001,CORE BLACK,A0QM,UK_8,"55847",2.00000000,1366.00000000,32.00000000,2.00000000,2.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",299,"351",N,W,H0001,FTWR WHITE/90%FTWR WHITE,"01F7/90%01F7",UK_5,"64986",2.00000000,30.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",300,"352",N,K,H0001,CORE BLACK/FTWR WHITE/GREY THREE F17/SCARLET/NATURAL,A0QM/01F7/AA2T/A091/NA02,UK_12K,"37610",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",301,"353",N,M,H0001,CORE BLACK/COLLEGIATE GOLD,A0QM/06F0,UK_8-,"61023",4.00000000,1198.00000000,37.00000000,4.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",302,"358,379",N,W,H0001,"80%GUM 5","80%27F0",UK_4,"05344",2.00000000,124.00000000,4.00000000,4.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",303,"360",NA,W,H0001,OFF WHITE/GUM5,"08S1/27F0",UK_4-,"19383",7.00000000,145.00000000,11.00000000,7.00000000,7.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",304,"362,469",N,M,H0001,LUCID LEMON F23/50%LUCID LEMON F23,AEWQ/50%AEWQ,UK_10-,"64986",4.00000000,68.00000000,3.00000000,3.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",305,"363,481",N,M,H0001,FTWR WHITE,"01F7",UK_12,"64699",1.00000000,0.00000000,2.00000000,2.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",306,"364",N,W,H0001,"80%GUM 2","80%18F0",UK_6,"05344",2.00000000,527.00000000,15.00000000,2.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",307,"365",N,M,H0001,"50%SILVER PEBBLE S23/CORE BLACK","50%AESW/A0QM",UK_9-,"59056",1.00000000,172.00000000,7.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",308,"366",N,M,H0001,CORE BLACK/CARBON S18,A0QM/AAGG,UK_8,"66883",1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",309,"367",N,M,H0001,CORE BLACK,A0QM,UK_9,"64546",1.00000000,27.00000000,2.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",310,"368",N,M,H0001,CORE BLACK,A0QM,UK_8-,"55847",2.00000000,41.00000000,3.00000000,2.00000000,2.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",311,"369",N,U,H0001,JET BLACK/MEADOW MIST,"19-0303TPG/12-0106TPG",EU_45,PVN-6004,1.00000000,59.00000000,3.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",312,"370",N,W,H0001,CRYSTAL WHITE S16,A8L5,UK_4,"64546",1.00000000,346.00000000,10.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",313,"371",N,W,H0001,"20%GUM 3","20%19F0",UK_5,"18336",6.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",314,"375",N,W,H0001,FTWR WHITE/90%FTWR WHITE,"01F7/90%01F7",UK_6,"64986",3.00000000,3.00000000,1.00000000,1.00000000,0.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",315,"380",N,M,H0001,CORE BLACK/CARBON S18,A0QM/AAGG,UK_6,"66883",1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2210030000000000001,"20250602","6330_VNbc_3rdShift",316,"382",N,M,H0001,CRYSTAL WHITE S16/90%CRYSTAL WHITE S16,A8L5/90%A8L5,UK_8,"64986",5.00000000,0.00000000,0.00000000,0.00000000,0.00000000
